id,name,price,text,image
0,시저 쇠고기 캔 100g,"1,700원","시저 쇠고기 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로써 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식사료를 건식사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방 함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다.",http://img.dogpre.com/web/dogpre/product/2/1716_detail_01657259.jpg
1,시저 쇠고기와 치즈 캔 100g,"1,700원","시저 쇠고기와 치즈 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식 사료를 건식 사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방 함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/2/1711_detail_01512912.jpg
2,시저 쇠고기와 참치 캔 100g,"1,700원","시저 쇠고기와 참치 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식 사료를 건식 사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방 함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후 냉장보관 해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/2/1710_detail_01448487.jpg
3,시저 양고기 캔 100g,"1,700원","시저 양고기 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식 사료를 건식 사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방 함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/2/1714_detail_01288254.jpg
4,시저 불고기 캔 100g,"1,700원","시저 불고기 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로써 시저만으로도 완벽한 영양관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식사료를 건식사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방 함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후에는 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/2/1713_detail_01360859.jpg
5,시저 흰살생선과 야채 캔 100g,"1,700원","시저 생선과 야채 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식 사료를 건식 사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방 함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다. 신선한 물과 함께 급여 해 주시고, 서늘하고 건조한 곳에 보관 해 주세요. 변질의 우려가 있으니, 개봉 후 가급적 빨리 급여해 주시기 바랍니다.",http://img.dogpre.com/web/dogpre/product/23/22653_detail_0742.jpg
6,시저 닭고기 캔 100g,"1,700원","시저 닭고기 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형잡힌 영양식으로 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식 사료를 건식 사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후에는 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/2/1715_detail_01032600.jpg
7,시저 쇠고기와 닭고기 캔 100g,"1,700원","시저 쇠고기와 닭고기 캔은 애견의 식이 습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형잡힌 영양식으로써 시저만으로도 완벽한 영양 관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식 사료를 건식 사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/2/1712_detail_01528301.jpg
8,시저 11세이상 쇠고기 캔 100g,"1,700원","시저 11세이상 쇠고기는 11세 이상의 반려견들에게 적합한 습식 사료입니다. 부드러운 텍스처로 치아가 약한 반려견에게 급여 가능하며, 현미와 식물성 섬유 첨가로 소화에 용이합니다. 또한, 건사료 대비 1/4 칼로리로 체중 조절을 할 수 있는 장점을 가지고 있고, 각종 과일과 야채로 만들어 노화 방지에 도움이 됩니다. 직사광선은 피해 주시고, 변질의 우려가 있으니 개봉 후에는 냉장고에 보관하며 가급적 빨리 급여해 주세요.",http://img.dogpre.com/web/dogpre/product/57/56061_detail_01762486.jpg
9,시저 14세이상 닭고기 현미와 야채 캔 100g,"1,700원","시저 14세이상 닭고기 현미와 야채는 14세 이상의 반려견들에게 적합한 습식 사료입니다. 부드러운 텍스처로 치아가 약한 반려견에게 급여 가능하며, 현미와 식물성 섬유 첨가로 소화에 용이합니다. 또한, 건사료 대비 1/4 칼로리로 체중 조절을 할 수 있는 장점을 가지고 있고, 각종 과일과 야채로 만들어 노화 방지에 도움이 됩니다. 직사광선은 피해 주시고, 변질의 우려가 있으니 개봉 후에는 냉장고에 보관하며 가급적 빨리 급여해 주세요.",http://img.dogpre.com/web/dogpre/product/57/56064_detail_01796482.jpg
10,"시저 4가지맛 (닭고기, 쇠고기와닭고기, 쇠고기와참치, 불고기) 캔 24개입","33,600원","시저는 반려견의 식이습성을 유지해주고 수분 보충을 도우며 미네랄을 공급하여 반려견의 건강을 지켜주는 제품입니다. 반려견에게 꼭 필요한 필수 아미노산, 지방산, 비타민, 미네랄 등을 균형있게 공급해줄 수 있는 100% 균형잡힌 양양식이고, 낮은 칼로리로 쉽게 포만감을 주어 체중을 쉽게 조절할 수 있으며, 85%가 수분으로 구성되어 있어 치내의 수분 밸런스를 적절하게 유지해줍니다. 소형견에게는 비뇨기질환이 일어나기 쉬워 음식물을 통한 자연스러운 수분 섭취로 인하여 요로결석 형성의 위험률이 현저히 낮아지고, 실제 육류를 가공한 것으로 씹고, 물고, 빨고, 찢는 등의 자연스러운 식이습성을을 만족시켜줍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/25/24062_detail_01369215.jpg
11,로얄캐닌 푸들 어덜트 파우치 85g,"1,500원","로얄캐닌 푸들 어덜트 파우치는 곱슬한 피모를 더욱 생기있게 가꿔주는데 도움을 주는 생후 10개월 이상의 푸들을 위한 전용 습식사료 입니다. EPA, DHA, 항산화제 함유로 노령견의 활성산소 발생 감소에 도움을 줍니다. 활성산소는 체내 세포들의 대사과정에서 생성되는 산소화합물로 노화와 질병의 주요 원인입니다. 적절한 인의 함량으로 반려견의 신장건강 유지에 도움을 주며, 건강한 피모관리에 도움을 주는 EPA-DHA 성분을 강화하였습니다.",http://img.dogpre.com/web/dogpre/product/63/62875_detail_01079088.jpg
12,시저 쇠고기와 달걀 1세이하 캔 100g,"1,700원","시저 쇠고기와 달걀 1세 이하 캔은 기존 시저 대비 열량과 미네랄을 강화하여 성장기 반려견의 영양을 충족하도록 만들어진 제품입니다. 시저는 애견에게 꼭 필요한 필수 아미노산, 지방산, 비타민 미네랄 등을 균형있게 공급해 줄 수 있는 100% 균형 잡힌 영양식으로써 시저만으로도 완벽한 영양관리가 가능하며 유럽과 같이 반려견 문화가 발달한 선진국에서는 습식사료를 건식사료보다 많이 급여하고 있습니다. 일부 보호자들은 시저가 비만을 일으킬 수 있다고 생각하지만, 한 개당 100Kcal로 같은 무게의 건사료에 비해 칼로리가 25%밖에 되지 않고, 낮은 지방함량을 가지고 있어 쉽게 포만감을 주기 때문에 체중을 쉽게 조절할 수 있는 장점을 가지고 있습니다. 또, 85%가 수분으로 구성되어 있어 체내의 수분 밸런스를 적절하게 유지해주며, 체내 세포 활성화에도 도움이 되고 반려견의 피부와 털의 상태를 최상으로 유지시켜줍니다. 소형견에게는 비뇨기 질환이 일어나기 쉬운데, 시저를 통한 자연스러운 수분 섭취는 요로결석과 같은 비뇨기 질환의 발병률을 현저히 낮춰줍니다. 늘 신선한 물과 함께 급여해주시고 서늘하고 건조한 곳에 보관하시며 직사광선은 피해 주십시오. 개봉 후에는 냉장 보관해 주시고 변질의 우려가 있으니 개봉 후 가급적 빨리 급여해 주시기 바랍니다. 알루미늄 캔의 특성상 강도가 약하여 눌릴 수 있으나, 인체에 무해하며 무게가 가볍고 녹이 안 생기며 개관성이 우수합니다.",http://img.dogpre.com/web/dogpre/product/39/38825_detail_01867249.jpg
13,네이처스 버라이어티 인스팅트 얼티밋 프로틴 치킨 파우치 85g,"2,600원","네이처스 버라이어티 인스팅트 얼티밋 프로틴 치킨 파우치는 95% 고단백 습식 파우치 입니다. 신선한 닭고기를 사용하며, 풍부한 육수 첨가로 수분 보충에 도움을 줍니다. 또한 네이처스 버라이어티는 중국산 원료를 사용하지 않으며, 알레르기를 유발하는 곡물 및 감자, 옥수수, 밀, 방부제 등을 첨가하지 않습니다.",http://img.dogpre.com/web/dogpre/product/64/63055_detail_01623500.jpg
14,내추럴발란스 수제 스튜 포뮬라 참치&칠면조 캔 78g,"4,000원","내추럴발란스 수제 스튜 포뮬라 참치&칠면조 캔은 미국 농무성 USDA에서 인증한 휴먼그레이드 원료만 사용하여 깨끗한 시설에서 제조됩니다. 한정된 재료만을 사용하여 높은 수분함량과 영양소 파괴를 최소화하여 균형잡힌 영양 공급에 도움을 줍니다. 수제조리로 원료의 맛과 질감을 보존하여 뛰어난 기호성을 가지고 있으며 심혈관질환 예방, 아토피&피부질환 예방, 두뇌발달에 좋은 칼슘, DHA가 풍부한 참치 원료를 사용 하였습니다. 전연령 급여 가능하며 주식으로는 성견부터 급여하시길 권장 드립니다.",http://img.dogpre.com/web/dogpre/product/52/51303_detail_01205094.jpg
15,내추럴발란스 LID 오리&감자 캔 170g,"5,000원","내추럴발란스 LID 오리&감자 캔은 미국 농무성 USDA에서 인증한 휴먼그레이드 원료만 사용하여 깨끗한 시설에서 제조됩니다. L.I.D제품으로 한정된 재료만을 사용하여 기관지염, 천식 등 알레르기성 질환 예방, 아토피 피부질환 등 예방에 도움을 줍니다. 또한 소화흡수율, 신장 및 심장 건강에 도움을 주며 콜라겐이 풍부하여 피부 및 모질 개선에 도움을 줍니다. 각종 미네랄 및 비타민 함유로 부족한 영양 및 수분공급 및 입맛이 까다롭거나, 허약견, 수술후 회복견의 체력증진과 높은 식이섬유 함량으로 변비예방 및 배변활동에 도움을 줍니다.",http://img.dogpre.com/web/dogpre/product/52/51294_detail_01458456.jpg
16,"시저 11세이상 2가지맛 (쇠고기, 닭고기) 캔 24개입","33,600원","시저 11세이상은 11세 이상의 반려견들에게 적합한 습식 사료입니다. 부드러운 텍스처로 치아가 약한 반려견에게 급여 가능하며, 현미와 식물성 섬유 첨가로 소화에 용이합니다. 또한, 건사료 대비 1/4 칼로리로 체중 조절을 할 수 있는 장점을 가지고 있고, 각종 과일과 야채로 만들어 노화 방지에 도움이 됩니다. 직사광선은 피해 주시고, 변질의 우려가 있으니 개봉 후에는 냉장고에 보관하며 가급적 빨리 급여해 주세요.",http://img.dogpre.com/web/dogpre/product/57/56905_detail_01012209.jpg
17,시저 11세이상 닭고기 캔 100g,"1,700원","시저 11세이상 닭고기는 11세 이상의 반려견들에게 적합한 습식 사료입니다. 부드러운 텍스처로 치아가 약한 반려견에게 급여 가능하며, 현미와 식물성 섬유 첨가로 소화에 용이합니다. 또한, 건사료 대비 1/4 칼로리로 체중 조절을 할 수 있는 장점을 가지고 있고, 각종 과일과 야채로 만들어 노화 방지에 도움이 됩니다. 직사광선은 피해 주시고, 변질의 우려가 있으니 개봉 후에는 냉장고에 보관하며 가급적 빨리 급여해 주세요.",http://img.dogpre.com/web/dogpre/product/57/56058_detail_01507275.jpg
18,지위픽 독 트라이프&양고기 캔 390g,"7,000원","지위픽 독 트라이프&양고기 캔은 꼭 필요한 원료만으로 사료를 구성하여 한 끼의 식사로 완전한 영양분을 제공합니다.뉴질랜드산 녹색홍합 첨가로 천연 글루코사민과 콘드로이틴이 풍부해 관절건강에 도움을 주며 곡물이나 감자, 콩, 쌀 등을 사용하지 않은 그레인프리 습식 사료입니다. 또한, 이상적인 오메가 3&6 지방산을 함유한 그린 트라이프는 성장기 어린 반려견의 골격 형성에 도움이 되며, 소효 효소가 풍부하여 소화 기관이 약하거나 과민성 대장 증후군 및 염증성 장 질환을 가진 반려견에게 도움이 됩니다. 항생제나 호르몬제가 전혀 들어가지 않은 프리미엄 사료 입니다.",http://img.dogpre.com/web/dogpre/product/57/56010_detail_01241989.jpg
